TimeStamp;Source1;Source2;Source3
10:57:03,402;B;I;H
10:57:03,403;H;J;J
10:57:03,406;H;F;I
10:57:03,410;D;G;B
10:57:03,414;F;H;G
10:57:03,415;I;E;B
10:57:03,418;H;F;I
10:57:03,422;B;B;J
10:57:03,422;I;G;H
10:57:03,424;C;H;F
10:57:03,425;D;E;E
10:57:03,425;H;C;F
10:57:03,429;J;F;G
10:57:03,433;G;D;J
10:57:03,433;B;I;G
10:57:03,433;B;H;D
10:57:03,434;I;E;D
10:57:03,437;G;D;F
10:57:03,438;G;H;B
10:57:03,438;F;J;J
10:57:03,439;G;H;G
10:57:03,440;G;C;G
10:57:03,440;C;H;B
10:57:03,445;H;E;I
10:57:03,446;I;J;F
10:57:03,446;D;D;C
10:57:03,448;J;E;I
10:57:03,452;G;I;B
10:57:03,452;E;H;J
10:57:03,454;H;I;J
10:57:03,456;G;D;H
10:57:03,456;G;H;G
10:57:03,457;F;G;G
10:57:03,457;F;I;I
10:57:03,457;B;G;F
10:57:03,457;G;G;D
10:57:03,458;C;H;H
10:57:03,462;D;E;D
10:57:03,465;G;F;I
10:57:03,466;G;B;J
10:57:03,468;G;H;G
10:57:03,468;G;B;I
10:57:03,468;B;D;I
10:57:03,469;C;B;J
10:57:03,470;E;C;B
10:57:03,473;B;H;J
10:57:03,473;B;E;H
10:57:03,477;J;B;C
10:57:03,478;I;B;I
10:57:03,481;B;C;G
10:57:03,482;F;E;G
10:57:03,484;E;B;G
10:57:03,484;B;G;D
10:57:03,484;D;I;H
10:57:03,485;H;F;H
10:57:03,486;H;C;D
10:57:03,488;C;H;F
10:57:03,492;E;G;C
10:57:03,492;E;G;F
10:57:03,493;E;B;H
10:57:03,497;D;J;B
10:57:03,498;J;C;D
10:57:03,500;G;G;E
10:57:03,501;J;I;C
10:57:03,505;I;F;I
10:57:03,505;B;F;E
10:57:03,506;J;J;E
10:57:03,510;J;D;I
10:57:03,514;C;I;G
10:57:03,515;F;J;F
10:57:03,518;B;H;H
10:57:03,522;E;C;H
10:57:03,523;J;G;D
10:57:03,525;H;D;I
10:57:03,529;I;D;F
10:57:03,531;C;G;F
10:57:03,533;C;D;G
10:57:03,535;E;G;C
10:57:03,537;H;E;B
10:57:03,541;J;B;I
10:57:03,545;F;C;D
10:57:03,546;C;I;B
10:57:03,549;C;G;H
10:57:03,553;I;F;H
10:57:03,554;J;G;H
10:57:03,556;I;I;F
10:57:03,560;D;G;G
10:57:03,564;B;E;C
10:57:03,566;G;G;I
10:57:03,568;I;F;B
10:57:03,572;E;H;G
10:57:03,573;B;H;D
10:57:03,577;I;G;J
10:57:03,580;E;F;H
10:57:03,584;J;B;D
10:57:03,585;C;H;D
10:57:03,588;B;G;B
10:57:03,588;B;F;F
10:57:03,592;H;C;B
10:57:03,593;D;C;I
10:57:03,594;G;E;D
10:57:03,596;B;C;B
10:57:03,600;F;E;G
10:57:03,604;F;E;I
10:57:03,605;J;E;J
10:57:03,608;C;F;B
10:57:03,610;E;C;J
10:57:03,612;H;H;D
10:57:03,616;I;I;J
10:57:03,616;C;B;F
10:57:03,617;J;I;J
10:57:03,620;I;C;C
10:57:03,621;B;E;D
10:57:03,624;E;D;B
10:57:03,626;D;F;I
10:57:03,627;B;H;C
10:57:03,628;B;I;H
10:57:03,629;H;B;I
10:57:03,632;B;E;D
10:57:03,636;I;E;B
10:57:03,637;E;B;E
10:57:03,640;J;J;F
10:57:03,643;F;H;J
10:57:03,647;C;F;G
10:57:03,649;E;J;D
10:57:03,651;F;E;B
10:57:03,655;J;C;C
10:57:03,656;F;H;I
10:57:03,656;I;J;F
10:57:03,656;I;D;B
10:57:03,657;G;G;B
10:57:03,657;F;I;I
10:57:03,657;J;B;J
10:57:03,661;G;F;F
10:57:03,663;G;C;C
10:57:03,664;J;G;G
10:57:03,667;H;E;E
10:57:03,668;E;J;G
10:57:03,671;I;D;C
10:57:03,675;B;J;I
10:57:03,676;D;B;I
10:57:03,678;J;H;I
10:57:03,679;H;C;B
10:57:03,683;H;B;B
10:57:03,684;J;I;I
10:57:03,687;C;D;C
10:57:03,687;F;E;I
10:57:03,687;B;I;I
10:57:03,691;J;E;G
10:57:03,692;B;E;C
10:57:03,695;D;D;J
10:57:03,699;E;D;B
10:57:03,703;E;B;F
10:57:03,704;H;C;I
10:57:03,707;C;H;J
10:57:03,707;C;J;F
10:57:03,707;D;B;D
10:57:03,707;D;J;E
10:57:03,708;I;E;J
10:57:03,711;E;H;F
10:57:03,715;B;F;I
10:57:03,716;C;C;B
10:57:03,717;D;I;H
10:57:03,721;D;C;G
10:57:03,725;I;F;E
10:57:03,725;G;F;F
10:57:03,726;G;D;H
10:57:03,726;D;J;F
10:57:03,726;G;H;E
10:57:03,729;B;E;I
10:57:03,733;C;I;I
10:57:03,737;I;I;F
10:57:03,738;H;G;F
10:57:03,741;I;C;J
10:57:03,745;F;G;E
10:57:03,749;D;F;J
10:57:03,750;H;F;H
10:57:03,753;H;H;I
10:57:03,754;F;B;F
10:57:03,757;F;I;E
10:57:03,761;E;C;F
10:57:03,762;I;D;H
10:57:03,765;D;C;D
10:57:03,769;C;F;C
10:57:03,770;G;C;B
10:57:03,772;C;E;J
10:57:03,774;H;G;C
10:57:03,774;H;J;H
10:57:03,774;I;G;E
10:57:03,776;J;J;B
10:57:03,776;I;D;G
10:57:03,776;B;E;C
10:57:03,776;I;F;D
10:57:03,777;G;E;C
10:57:03,777;H;H;E
10:57:03,781;F;C;C
10:57:03,781;D;D;G
10:57:03,781;B;J;B
10:57:03,785;G;I;E
10:57:03,785;I;D;C
10:57:03,785;J;F;J
10:57:03,786;B;F;I
10:57:03,786;D;F;E
10:57:03,786;E;I;F
10:57:03,786;I;J;I
10:57:03,789;I;G;E
10:57:03,793;D;C;C
10:57:03,794;I;G;H
10:57:03,796;I;C;F
10:57:03,797;J;G;D
10:57:03,800;E;J;H
10:57:03,802;I;D;C
10:57:03,804;E;C;G
10:57:03,808;D;C;E
10:57:03,809;G;I;G
10:57:03,811;D;I;I
10:57:03,811;G;H;D
10:57:03,811;D;D;B
10:57:03,811;C;C;H
10:57:03,812;E;I;B
10:57:03,813;C;J;I
10:57:03,813;I;C;H
10:57:03,813;G;E;D
10:57:03,813;I;B;C
10:57:03,814;G;D;D
10:57:03,818;H;J;E
10:57:03,819;B;G;J
10:57:03,822;F;E;G
10:57:03,822;D;D;G
10:57:03,825;E;I;H
10:57:03,825;B;D;E
10:57:03,827;H;F;E
10:57:03,828;J;I;J
10:57:03,833;B;E;I
10:57:03,834;F;F;F
10:57:03,837;C;I;B
10:57:03,840;F;I;J
10:57:03,842;C;E;C
10:57:03,844;F;G;J
10:57:03,848;E;I;C
10:57:03,852;G;E;F
10:57:03,854;F;D;D
10:57:03,856;D;F;I
10:57:03,860;B;B;D
10:57:03,864;H;B;C
10:57:03,865;F;I;F
10:57:03,869;C;F;B
10:57:03,870;D;E;J
10:57:03,872;E;J;C
10:57:03,875;J;G;I
10:57:03,879;B;C;G
10:57:03,883;J;J;F
10:57:03,884;I;C;D
10:57:03,887;F;B;C
10:57:03,888;I;C;I
10:57:03,889;C;H;H
10:57:03,892;C;B;H
10:57:03,894;E;F;G
10:57:03,896;C;B;F
10:57:03,896;I;H;G
10:57:03,896;C;I;E
10:57:03,897;I;D;C
10:57:03,898;J;G;F
10:57:03,899;I;H;J
10:57:03,899;C;B;J
10:57:03,900;H;F;I
10:57:03,900;B;G;C
10:57:03,900;B;D;J
10:57:03,901;H;J;G
10:57:03,901;J;J;H
10:57:03,901;J;J;C
10:57:03,902;E;H;C
10:57:03,902;J;F;D
10:57:03,906;E;H;C
10:57:03,910;F;F;J
10:57:03,911;J;I;F
10:57:03,914;J;I;C
10:57:03,914;I;C;I
10:57:03,914;C;C;D
10:57:03,914;C;E;G
10:57:03,915;I;G;D
10:57:03,919;I;G;J
10:57:03,919;C;D;J
10:57:03,919;F;J;B
10:57:03,919;C;H;B
10:57:03,920;G;H;F
10:57:03,924;B;I;E
10:57:03,926;H;J;B
10:57:03,927;E;J;F
10:57:03,930;I;D;F
10:57:03,934;D;B;J
10:57:03,935;D;H;C
10:57:03,938;J;I;H
10:57:03,938;B;F;E
10:57:03,939;I;B;I
10:57:03,943;G;I;B
10:57:03,947;J;I;E
10:57:03,947;G;E;C
10:57:03,948;G;C;G
10:57:03,948;F;H;C
10:57:03,952;D;B;F
10:57:03,952;H;E;B
10:57:03,952;F;C;E
10:57:03,952;J;H;F
10:57:03,952;G;E;B
10:57:03,952;H;I;I
10:57:03,952;B;J;E
10:57:03,952;F;E;H
10:57:03,952;B;B;H
10:57:03,953;F;D;E
10:57:03,953;G;D;I
10:57:03,953;G;H;F
10:57:03,953;I;I;B
10:57:03,954;D;D;B
10:57:03,959;G;B;E
10:57:03,961;B;D;J
10:57:03,962;I;H;B
10:57:03,966;D;J;B
10:57:03,968;F;I;B
10:57:03,970;F;C;H
10:57:03,973;H;B;G
10:57:03,974;J;D;D
10:57:03,977;C;E;E
10:57:03,978;F;B;B
10:57:03,981;I;C;C
10:57:03,981;E;C;B
10:57:03,981;F;I;F
10:57:03,982;H;D;D
10:57:03,983;I;J;E
10:57:03,984;H;G;E
10:57:03,986;C;E;H
10:57:03,988;B;I;I
10:57:03,988;F;J;I
10:57:03,989;B;D;C
10:57:03,990;E;I;G
10:57:03,992;G;C;D
10:57:03,993;C;D;G
10:57:03,997;E;G;B
10:57:03,998;H;I;C
10:57:04,001;B;J;I
10:57:04,005;F;G;B
10:57:04,005;G;E;I
10:57:04,005;J;E;G
10:57:04,006;B;E;B
10:57:04,010;E;J;J
10:57:04,011;C;B;I
10:57:04,014;H;B;C
10:57:04,015;F;C;D
10:57:04,017;I;E;B
10:57:04,021;E;H;H
10:57:04,023;G;I;D
10:57:04,025;D;I;D
10:57:04,028;J;I;G
10:57:04,029;G;J;B
10:57:04,030;G;G;I
10:57:04,033;E;B;D
10:57:04,035;J;J;B
10:57:04,035;C;I;I
10:57:04,035;J;G;J
10:57:04,036;G;H;E
10:57:04,040;I;J;H
10:57:04,040;F;H;J
10:57:04,041;B;H;F
10:57:04,041;G;B;E
10:57:04,045;E;F;E
10:57:04,047;H;D;G
10:57:04,049;H;F;I
10:57:04,049;C;H;E
10:57:04,053;F;G;J
10:57:04,057;I;F;I
10:57:04,059;D;E;F
10:57:04,061;D;H;F
10:57:04,065;D;E;G
10:57:04,066;B;J;H
10:57:04,068;G;H;E
10:57:04,071;C;I;J
10:57:04,073;I;G;C
10:57:04,077;E;D;H
10:57:04,077;B;B;E
10:57:04,078;H;F;C
10:57:04,081;J;B;I
10:57:04,085;H;F;E
10:57:04,085;H;C;F
10:57:04,085;G;C;E
10:57:04,085;B;D;I
10:57:04,085;D;J;F
10:57:04,085;B;E;G
10:57:04,086;B;G;G
10:57:04,090;E;C;H
10:57:04,091;H;B;H
10:57:04,094;E;E;D
10:57:04,097;H;E;F
10:57:04,097;D;G;J
10:57:04,097;J;F;H
10:57:04,097;H;E;H
10:57:04,097;E;G;I
10:57:04,098;E;J;D
10:57:04,102;J;D;D
10:57:04,102;J;B;I
10:57:04,102;H;F;H
10:57:04,102;D;C;C
10:57:04,102;H;I;C
10:57:04,102;I;B;E
10:57:04,106;J;B;F
10:57:04,107;B;H;G
10:57:04,110;J;C;C
10:57:04,114;D;D;B
10:57:04,115;H;G;D
10:57:04,118;C;G;J
10:57:04,121;G;B;C
10:57:04,123;H;D;E
10:57:04,125;J;H;I
10:57:04,127;H;E;B
10:57:04,128;B;F;I
10:57:04,132;E;D;I
10:57:04,133;D;E;C
10:57:04,133;C;J;F
10:57:04,134;C;C;C
10:57:04,136;B;G;F
10:57:04,137;G;E;F
10:57:04,138;I;B;G
10:57:04,138;D;J;I
10:57:04,139;I;G;J
10:57:04,143;F;G;H
10:57:04,147;J;H;H
10:57:04,148;F;D;J
10:57:04,148;J;I;H
10:57:04,148;D;F;J
10:57:04,148;G;G;G
10:57:04,148;I;D;H
10:57:04,148;J;G;C
10:57:04,149;C;B;D
10:57:04,153;E;C;H
10:57:04,157;E;J;E
10:57:04,157;D;F;G
10:57:04,158;E;J;F
10:57:04,158;E;B;H
10:57:04,158;J;D;I
10:57:04,163;J;D;B
10:57:04,167;B;C;D
10:57:04,169;E;B;J
10:57:04,171;I;H;I
10:57:04,171;C;J;E
10:57:04,173;D;I;H
10:57:04,176;B;I;C
10:57:04,180;H;H;H
10:57:04,181;C;B;E
10:57:04,184;J;B;G
10:57:04,188;H;F;H
10:57:04,189;C;J;E
10:57:04,192;D;J;I
10:57:04,195;E;D;G
10:57:04,197;E;E;C
10:57:04,199;J;B;D
10:57:04,203;C;G;C
10:57:04,207;E;B;G
10:57:04,208;G;I;F
10:57:04,211;F;E;E
10:57:04,211;G;E;G
10:57:04,215;I;H;G
10:57:04,216;H;J;E
10:57:04,218;F;I;D
10:57:04,219;F;D;G
10:57:04,220;D;G;C
10:57:04,222;J;I;J
10:57:04,226;G;G;H
10:57:04,230;G;H;C
10:57:04,231;E;G;B
10:57:04,234;C;B;F
10:57:04,238;E;B;E
10:57:04,239;B;H;F
10:57:04,242;F;D;B
10:57:04,246;B;D;G
10:57:04,249;B;F;I
10:57:04,251;J;C;B
10:57:04,253;B;I;D
10:57:04,254;C;I;D
10:57:04,257;B;H;C
10:57:04,258;C;B;D
10:57:04,261;H;B;I
10:57:04,265;E;G;F
10:57:04,266;D;F;B
10:57:04,269;F;G;J
10:57:04,273;E;B;H
10:57:04,273;D;D;J
10:57:04,273;G;D;I
10:57:04,273;G;B;E
10:57:04,273;E;J;C
10:57:04,274;C;G;J
10:57:04,277;G;H;G
10:57:04,281;H;F;F
10:57:04,283;I;F;B
10:57:04,285;I;G;I
10:57:04,287;G;J;F
10:57:04,289;D;G;G
10:57:04,290;H;F;I
10:57:04,293;D;B;I
10:57:04,297;H;C;E
10:57:04,298;B;B;J
10:57:04,301;E;G;H
10:57:04,302;G;D;D
10:57:04,305;I;C;J
10:57:04,305;D;E;I
10:57:04,305;C;I;I
10:57:04,306;J;B;H
10:57:04,306;D;J;C
10:57:04,307;I;G;J
10:57:04,311;H;F;J
10:57:04,315;B;B;D
10:57:04,316;F;F;C
10:57:04,319;F;C;H
10:57:04,323;C;C;B
10:57:04,327;I;D;J
10:57:04,328;F;D;H
10:57:04,331;F;C;F
10:57:04,334;F;I;B
10:57:04,334;E;J;D
10:57:04,338;F;E;J
10:57:04,340;H;E;D
10:57:04,342;C;F;G
10:57:04,344;D;J;J
10:57:04,346;G;I;E
10:57:04,346;C;I;J
10:57:04,347;F;J;F
10:57:04,347;H;C;J
10:57:04,347;F;D;F
10:57:04,351;B;B;J
10:57:04,355;B;E;D
10:57:04,356;J;H;E
10:57:04,359;E;C;E
10:57:04,363;D;G;H
10:57:04,363;E;H;G
10:57:04,364;B;I;B
10:57:04,367;D;J;E
10:57:04,371;E;D;B
10:57:04,372;J;G;B
10:57:04,375;C;D;C
10:57:04,379;J;I;G
10:57:04,383;H;C;H
10:57:04,384;I;D;B
10:57:04,387;B;H;E
10:57:04,390;H;C;G
10:57:04,394;I;H;I
10:57:04,398;G;E;H
10:57:04,400;J;F;D
10:57:04,402;H;H;C
10:57:04,406;I;J;C
10:57:04,410;I;I;J
10:57:04,411;J;F;G
10:57:04,415;F;G;E
10:57:04,416;B;I;G
10:57:04,418;J;J;I
10:57:04,422;J;J;G
10:57:04,422;F;J;C
10:57:04,423;F;D;J
10:57:04,423;F;E;B
10:57:04,426;F;E;J
10:57:04,430;C;H;H
10:57:04,430;B;G;C
10:57:04,431;E;F;C
10:57:04,434;F;B;I
10:57:04,435;B;D;D
10:57:04,438;I;G;E
10:57:04,439;D;E;F
10:57:04,441;C;J;J
10:57:04,445;F;H;H
10:57:04,445;H;D;C
10:57:04,446;D;E;B
10:57:04,446;H;J;G
10:57:04,450;E;B;E
10:57:04,451;H;C;I
10:57:04,454;B;F;D
10:57:04,458;F;F;I
10:57:04,459;G;D;J
10:57:04,462;H;C;G
10:57:04,463;E;G;B
10:57:04,463;J;J;I
10:57:04,463;H;D;I
10:57:04,468;E;I;B
10:57:04,471;I;F;F
10:57:04,472;B;H;H
10:57:04,472;I;J;G
10:57:04,472;I;G;J
10:57:04,473;E;E;D
10:57:04,476;B;C;I
10:57:04,479;B;C;E
10:57:04,479;F;J;C
10:57:04,479;D;C;I
10:57:04,480;J;B;F
10:57:04,484;J;D;F
10:57:04,485;J;G;F
10:57:04,486;E;C;J
10:57:04,488;J;C;F
10:57:04,492;D;H;G
10:57:04,493;E;B;C
10:57:04,496;E;J;G
10:57:04,500;J;F;H
10:57:04,501;H;J;G
10:57:04,504;E;D;H
10:57:04,507;G;E;C
10:57:04,508;D;G;I
10:57:04,511;F;G;J
10:57:04,515;H;H;I
10:57:04,515;B;D;B
10:57:04,515;D;C;E
10:57:04,516;D;D;F
10:57:04,520;B;J;F
10:57:04,522;C;D;F
10:57:04,522;J;J;J
10:57:04,524;F;J;B
10:57:04,526;C;H;C
10:57:04,530;F;I;I
10:57:04,532;J;I;E
10:57:04,533;C;B;B
10:57:04,538;I;G;J
10:57:04,538;H;D;E
10:57:04,538;G;I;I
10:57:04,539;C;F;F
10:57:04,539;F;H;C
10:57:04,539;D;C;C
10:57:04,543;E;G;E
10:57:04,545;H;B;C
10:57:04,546;E;B;J
10:57:04,550;D;D;D
10:57:04,551;G;C;I
10:57:04,553;B;H;C
10:57:04,554;G;D;F
10:57:04,554;F;D;D
10:57:04,554;D;B;I
10:57:04,555;I;F;D
10:57:04,558;B;F;C
10:57:04,559;D;B;G
10:57:04,562;G;E;I
10:57:04,566;I;F;D
10:57:04,567;B;F;J
10:57:04,570;I;G;E
10:57:04,573;G;F;C
10:57:04,577;B;G;I
10:57:04,578;J;G;F
10:57:04,578;D;B;J
10:57:04,579;E;B;I
10:57:04,583;C;I;E
10:57:04,585;E;D;D
10:57:04,588;I;G;B
10:57:04,589;I;B;B
10:57:04,592;I;H;I
10:57:04,594;J;E;E
10:57:04,594;D;C;E
10:57:04,594;C;G;B
10:57:04,596;F;H;G
10:57:04,600;E;B;J
10:57:04,602;C;B;D
10:57:04,604;E;I;D
10:57:04,604;E;D;G
10:57:04,604;B;I;I
10:57:04,604;F;F;I
10:57:04,605;H;C;D
10:57:04,605;C;I;C
10:57:04,605;D;E;H
10:57:04,605;E;J;I
10:57:04,605;C;J;H
10:57:04,606;J;G;B
10:57:04,610;C;H;B
10:57:04,614;J;H;H
10:57:04,615;D;E;J
10:57:04,618;E;F;H
10:57:04,619;C;D;D
10:57:04,622;C;J;J
10:57:04,622;D;D;B
10:57:04,625;C;C;J
10:57:04,627;G;B;E
10:57:04,631;J;F;D
10:57:04,632;G;B;D
10:57:04,635;J;F;E
10:57:04,639;H;I;D
10:57:04,639;B;E;I
10:57:04,640;B;B;F
10:57:04,640;F;C;I
10:57:04,641;F;G;F
10:57:04,645;E;I;B
10:57:04,646;B;B;G
10:57:04,646;G;B;G
10:57:04,646;E;G;C
10:57:04,646;I;I;G
10:57:04,647;G;I;H
10:57:04,651;J;G;I
10:57:04,654;J;I;B
10:57:04,656;H;G;J
10:57:04,658;D;E;E
10:57:04,660;C;B;I
10:57:04,662;E;I;D
10:57:04,664;J;J;H
10:57:04,666;G;F;C
10:57:04,670;I;F;J
10:57:04,670;I;C;H
10:57:04,672;B;H;D
10:57:04,674;B;F;H
10:57:04,678;G;C;J
10:57:04,682;H;I;D
10:57:04,683;I;H;B
10:57:04,686;H;H;B
10:57:04,688;H;J;J
10:57:04,690;G;I;E
10:57:04,694;I;C;E
10:57:04,698;G;C;B
10:57:04,699;G;J;J
10:57:04,702;I;G;C
10:57:04,706;J;J;G
10:57:04,707;E;F;B
10:57:04,710;E;D;G
10:57:04,711;E;D;E
10:57:04,712;B;B;J
10:57:04,716;I;G;B
10:57:04,720;B;G;F
10:57:04,722;G;I;I
10:57:04,724;B;J;D
10:57:04,728;E;B;D
10:57:04,729;B;B;C
10:57:04,732;D;B;J
10:57:04,734;H;C;D
10:57:04,736;F;C;B
10:57:04,740;D;I;F
10:57:04,741;C;H;I
10:57:04,744;B;H;J
10:57:04,744;F;C;J
10:57:04,745;C;H;D
10:57:04,746;B;G;J
10:57:04,748;H;E;G
10:57:04,750;I;F;C
10:57:04,752;G;I;E
10:57:04,754;C;I;C
10:57:04,756;F;F;E
10:57:04,758;I;F;D
10:57:04,758;J;B;H
10:57:04,758;C;I;G
10:57:04,758;B;C;F
10:57:04,758;E;D;B
10:57:04,760;E;B;I
10:57:04,760;F;F;B
10:57:04,761;H;E;C
10:57:04,764;G;I;E
10:57:04,765;D;B;I
10:57:04,768;F;E;I
10:57:04,772;H;H;F
10:57:04,776;B;J;B
10:57:04,777;H;I;I
10:57:04,780;I;G;I
10:57:04,784;F;E;G
10:57:04,784;G;C;B
10:57:04,785;H;I;B
10:57:04,790;E;D;E
10:57:04,794;G;E;I
10:57:04,794;F;G;G
10:57:04,795;F;J;H
10:57:04,797;J;H;G
10:57:04,799;D;D;B
10:57:04,801;G;B;H
10:57:04,805;H;H;B
10:57:04,809;E;H;H
10:57:04,811;C;J;E
10:57:04,813;D;B;I
10:57:04,814;G;B;H
10:57:04,817;H;F;B
10:57:04,817;H;E;J
10:57:04,817;F;I;H
10:57:04,818;F;F;D
10:57:04,822;H;B;B
10:57:04,825;D;B;G
10:57:04,825;G;F;G
10:57:04,825;E;J;H
10:57:04,826;B;I;C
10:57:04,830;I;H;F
10:57:04,833;D;B;I
10:57:04,834;B;D;D
10:57:04,838;C;C;F
10:57:04,841;H;I;E
10:57:04,843;J;F;B
10:57:04,845;B;F;B
10:57:04,846;I;D;C
10:57:04,849;I;E;J
10:57:04,849;J;D;G
10:57:04,853;F;I;E
10:57:04,853;C;C;B
10:57:04,853;I;D;J
10:57:04,854;I;F;D
10:57:04,854;D;J;G
10:57:04,855;H;E;C
10:57:04,858;E;C;G
10:57:04,859;D;D;E
10:57:04,860;G;E;H
10:57:04,862;I;I;B
10:57:04,863;G;H;C
10:57:04,866;B;I;B
10:57:04,866;B;G;F
10:57:04,866;D;G;J
10:57:04,866;E;B;I
10:57:04,868;D;G;D
10:57:04,873;F;C;D
10:57:04,877;F;G;D
10:57:04,881;F;D;C
10:57:04,882;E;D;J
10:57:04,884;H;C;H
10:57:04,889;H;E;J
10:57:04,890;E;B;C
10:57:04,892;I;D;J
10:57:04,896;C;C;D
10:57:04,897;I;C;F
10:57:04,898;H;D;G
10:57:04,901;E;H;H
10:57:04,902;I;G;D
10:57:04,904;C;I;E
10:57:04,905;H;H;F
10:57:04,906;H;I;G
10:57:04,907;H;F;G
10:57:04,907;C;G;F
10:57:04,909;G;H;G
10:57:04,910;J;J;F
10:57:04,910;D;B;B
10:57:04,913;J;J;I
10:57:04,914;G;I;I
10:57:04,917;E;I;H
10:57:04,921;E;I;C
10:57:04,922;C;I;C
10:57:04,925;J;D;J
10:57:04,925;G;I;D
10:57:04,926;I;D;H
10:57:04,930;G;I;G
10:57:04,933;B;H;C
10:57:04,934;H;D;B
10:57:04,935;I;I;J
10:57:04,937;D;F;H
10:57:04,941;G;G;B
10:57:04,943;D;D;E
10:57:04,945;I;H;F
10:57:04,949;H;G;D
10:57:04,949;E;I;D
10:57:04,950;D;D;B
10:57:04,954;B;D;B
10:57:04,954;E;C;J
10:57:04,954;B;F;J
10:57:04,955;G;E;C
10:57:04,955;J;G;J
10:57:04,956;I;C;I
10:57:04,958;F;F;J
10:57:04,962;D;F;F
10:57:04,963;J;I;J
10:57:04,966;E;B;B
10:57:04,969;E;I;C
10:57:04,970;B;I;B
10:57:04,970;G;D;D
10:57:04,971;F;E;I
10:57:04,974;D;E;C
10:57:04,974;H;E;B
10:57:04,976;G;G;G
10:57:04,977;C;E;B
10:57:04,977;G;B;C
10:57:04,977;B;F;E
10:57:04,977;G;H;C
10:57:04,979;G;C;C
10:57:04,983;C;J;J
10:57:04,984;F;B;I
10:57:04,987;E;E;E
10:57:04,987;D;J;G
10:57:04,988;J;H;J
10:57:04,991;H;J;G
10:57:04,995;H;J;C
10:57:04,996;E;I;H
10:57:04,999;J;J;E
10:57:05,002;I;G;C
10:57:05,006;F;B;G
10:57:05,007;E;I;D
10:57:05,011;I;C;F
10:57:05,015;B;J;I
10:57:05,015;B;F;D
10:57:05,015;F;F;E
10:57:05,015;B;I;H
10:57:05,015;D;C;C
10:57:05,016;G;C;D
10:57:05,017;I;J;I
10:57:05,018;E;F;J
10:57:05,019;I;F;H
10:57:05,019;D;J;I
10:57:05,023;B;E;G
10:57:05,024;G;F;B
10:57:05,026;H;B;G
10:57:05,030;E;D;D
10:57:05,031;I;I;G
10:57:05,034;B;E;E
10:57:05,038;I;F;B
10:57:05,039;F;F;I
10:57:05,042;D;D;J
10:57:05,046;I;G;C
10:57:05,047;J;C;H
10:57:05,050;H;D;B
10:57:05,054;H;G;I
10:57:05,055;D;E;J
10:57:05,058;C;F;E
10:57:05,058;G;E;I
10:57:05,060;F;G;H
10:57:05,072;J;F;E
10:57:05,076;F;C;E
10:57:05,078;J;E;G
10:57:05,080;J;J;E
10:57:05,083;B;C;I
10:57:05,085;I;F;I
10:57:05,087;F;D;J
10:57:05,091;G;J;F
10:57:05,091;B;E;J
10:57:05,092;F;G;D
10:57:05,092;F;D;E
10:57:05,096;B;J;C
10:57:05,098;C;F;H
10:57:05,100;F;D;H
10:57:05,102;E;I;G
10:57:05,104;C;D;G
10:57:05,108;B;E;B
10:57:05,109;I;D;J
10:57:05,112;F;J;H
10:57:05,116;I;J;B
10:57:05,119;E;H;C
10:57:05,119;B;E;D
10:57:05,120;F;C;D
10:57:05,120;E;J;B
10:57:05,121;D;H;G
10:57:05,122;F;H;J
10:57:05,125;F;H;E
10:57:05,138;E;D;J
10:57:05,139;H;B;E
10:57:05,145;F;D;B
10:57:05,148;I;B;J
10:57:05,170;G;J;G
10:57:05,174;E;B;B
10:57:05,175;I;G;G
10:57:05,178;E;J;G
10:57:05,182;B;E;F
10:57:05,183;I;C;J
10:57:05,185;E;H;G
10:57:05,187;H;H;F
10:57:05,189;H;F;J
10:57:05,191;C;C;I
10:57:05,194;H;C;H
10:57:05,197;E;C;B
10:57:05,199;E;B;E
10:57:05,201;H;G;G
10:57:05,203;H;J;H
10:57:05,205;I;H;H
10:57:05,215;J;B;H
10:57:05,217;D;J;I
10:57:05,219;C;H;F
10:57:05,220;E;C;G
10:57:05,223;F;E;G
10:57:05,224;C;E;E
10:57:05,227;J;J;I
10:57:05,227;B;F;C
10:57:05,231;C;E;J
10:57:05,232;E;G;E
10:57:05,235;B;G;F
10:57:05,236;I;G;J
10:57:05,239;E;J;D
10:57:05,243;J;J;D
10:57:05,244;E;B;J
10:57:05,247;C;H;H
10:57:05,251;H;G;D
10:57:05,252;I;F;J
10:57:05,255;J;D;C
10:57:05,256;E;E;G
10:57:05,258;G;F;J
10:57:05,260;J;C;G
10:57:05,263;J;I;I
10:57:05,264;J;B;H
10:57:05,266;I;E;D
10:57:05,266;G;J;E
10:57:05,268;I;B;I
10:57:05,270;G;D;B
10:57:05,272;F;C;I
10:57:05,274;H;C;B
10:57:05,278;F;I;E
10:57:05,279;G;D;I
10:57:05,282;F;D;F
10:57:05,283;B;E;I
10:57:05,286;B;H;F
10:57:05,287;B;G;F
10:57:05,288;H;E;H
10:57:05,288;C;H;E
10:57:05,289;D;F;H
10:57:05,293;E;G;D
10:57:05,296;H;G;C
10:57:05,296;H;B;C
10:57:05,296;J;J;C
10:57:05,297;C;F;B
10:57:05,301;H;B;H
10:57:05,305;F;I;F
10:57:05,305;E;C;G
10:57:05,307;E;B;E
10:57:05,309;B;G;B
10:57:05,313;J;H;F
10:57:05,313;C;F;G
10:57:05,315;G;D;D
